date,week,month,project group,project_name,shift,q#,customer,whse #,supervisor_name,work_type,product_category,size,temp_labor_hrs,gdb labor hrs,temp_labor_cost,gdb_labor_cost,total_labor_cost,units_g1,units_g5,units_q,units_p,units_other,total_units,total_gallons_done,cost_gallon,cost_unit,description_comments,chris lampe comment/notes,laurie's/intern's comments,Reason
11/25/2019,WEEK4,NOV,Outbound Project,MIDTONE,MORNING,,OLLIE's,19,SANTOSH,TINTING,MIDTONE,G1,32,0,$464 ,,$464 ,,,,,,,,$0.42 ,$0.42 ,,,,"temp_labor_cost -> Values must be in decimal -> $464 
total_labor_cost -> Values must be in decimal -> $464 
"
11/26/2019,WEEK4,NOV,Outbound Project,MIDTONE,MORNING,,OLLIE's,19,SANTOSH,TINTING,MIDTONE,G1,24,16,$348 ,$176 ,$524 ,,,,,,,,$0.51 ,$0.51 ,,,,"temp_labor_cost -> Values must be in decimal -> $348 
gdb_labor_cost -> Values must be in decimal -> $176 
total_labor_cost -> Values must be in decimal -> $524 
"
11/26/2019,WEEK4,NOV,Outbound Project,MIDTONE,MORNING,,OLLIE's,19,SANTOSH,TINTING,MIDTONE,G1,16,8,$232 ,$88 ,$320 ,,,,,,,,$0.52 ,$0.52 ,,,,"temp_labor_cost -> Values must be in decimal -> $232 
gdb_labor_cost -> Values must be in decimal -> $88 
total_labor_cost -> Values must be in decimal -> $320 
"
11/26/2019,WEEK4,NOV,Outbound Project,MIDTONE,MORNING,,OLLIE's,19,SANTOSH,TINTING,MIDTONE,G1,24,8,$348 ,$88 ,$436 ,,,,,,,,$0.61 ,$0.61 ,,,,"temp_labor_cost -> Values must be in decimal -> $348 
gdb_labor_cost -> Values must be in decimal -> $88 
total_labor_cost -> Values must be in decimal -> $436 
"
11/26/2019,WEEK4,NOV,Outbound Project,MIDTONE,MORNING,,OLLIE's,19,SANTOSH,TINTING,MIDTONE,G1,44,0,$638 ,,$638 ,,,,,,,,$1.10 ,$1.10 ,,,,"temp_labor_cost -> Values must be in decimal -> $638 
total_labor_cost -> Values must be in decimal -> $638 
"
11/26/2019,WEEK4,NOV,Outbound Project,MIDTONE,MORNING,,OLLIE's,19,SANTOSH,TINTING,MIDTONE,G1,16,0,$232 ,,$232 ,,,,,,,,$0.69 ,$0.69 ,,,,"temp_labor_cost -> Values must be in decimal -> $232 
total_labor_cost -> Values must be in decimal -> $232 
"
11/27/2019,WEEK4,NOV,Outbound Project,MIDTONE,MORNING,,OLLIE's,19,SANTOSH,TINTING,MIDTONE,G1,24,8,$348 ,$88 ,$436 ,,,,,,,,$0.34 ,$0.34 ,,,,"temp_labor_cost -> Values must be in decimal -> $348 
gdb_labor_cost -> Values must be in decimal -> $88 
total_labor_cost -> Values must be in decimal -> $436 
"
11/27/2019,WEEK4,NOV,Outbound Project,MIDTONE,MORNING,,OLLIE's,19,SANTOSH,TINTING,MIDTONE,G1,32,16,$464 ,$176 ,$640 ,,,,,,,,$0.42 ,$0.42 ,,,,"temp_labor_cost -> Values must be in decimal -> $464 
gdb_labor_cost -> Values must be in decimal -> $176 
total_labor_cost -> Values must be in decimal -> $640 
"
11/27/2019,WEEK4,NOV,Outbound Project,MIDTONE,MORNING,,OLLIE's,19,SANTOSH,TINTING,MIDTONE,G1,24,8,$348 ,$88 ,$436 ,,,,,,,,$0.45 ,$0.45 ,,,,"temp_labor_cost -> Values must be in decimal -> $348 
gdb_labor_cost -> Values must be in decimal -> $88 
total_labor_cost -> Values must be in decimal -> $436 
"
11/27/2019,WEEK4,NOV,Outbound Project,MIDTONE,MORNING,,OLLIE's,19,SANTOSH,TINTING,MIDTONE,G1,20,0,$283 ,,$283 ,,,,,,,,$0.66 ,$0.66 ,,,,"temp_labor_cost -> Values must be in decimal -> $283 
total_labor_cost -> Values must be in decimal -> $283 
"
11/27/2019,WEEK4,NOV,Outbound Project,MIDTONE,MORNING,,OLLIE's,19,SANTOSH,TINTING,MIDTONE,G1,48,0,$696 ,,$696 ,,,,,,,,$0.62 ,$0.62 ,,,,"temp_labor_cost -> Values must be in decimal -> $696 
total_labor_cost -> Values must be in decimal -> $696 
"
12/2/2019,WEEK4,DEC,Outbound Project,MIDTONE,MORNING,,OLLIE's,19,SANTOSH,TINTING,MIDTONE,G1,24,16,$348 ,$176 ,$524 ,,,,,,,,$0.66 ,$0.66 ,,,,"temp_labor_cost -> Values must be in decimal -> $348 
gdb_labor_cost -> Values must be in decimal -> $176 
total_labor_cost -> Values must be in decimal -> $524 
"
12/3/2019,WEEK4,DEC,Outbound Project,MIDTONE,MORNING,,OLLIE's,19,SANTOSH,TINTING,MIDTONE,G1,32,8,$464 ,$88 ,$552 ,,,,,,,,,,,,,"temp_labor_cost -> Values must be in decimal -> $464 
gdb_labor_cost -> Values must be in decimal -> $88 
total_labor_cost -> Values must be in decimal -> $552 
"
